article_id,title,authors,year,journal,volume,issue,doi,publisher_outlet,ebsco_an,ebsco_search_position,abstract,ebsco_db,ebsco_plink,cover_date,sources,source_import_file,ebsco_batch,legacy_refid,legacy_final_include,legacy_text_snippet,legacy_mv_pct,legacy_match_method,legacy_match_confidence,screening_status,screening_level1_include,screening_notes,extraction_status,study_order,extraction_file,zotero_key,pdf_path,has_pdf,examination_status,pdf_status,corpus_tier,examination_source,examination_updated_at,notes,created_at,updated_at
M0036,Legacy Refid 82 - ULMC Study,Legacy Study,,International Journal of Business Communication,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,82,True,"This study encountered several limitations that can be addressed in future research. First, this study employed a quantitative survey to examine the linkages between supervisors’ use of motivating language, employees’ psychological need satisfaction, and employee trust. To gain an in-depth understanding of how supervisory leadership communication influences employee trust during the pandemic, future studies can uti- lize qualitative approaches such as interviews, case studies, and focus groups. ",NA,refid_L_prefix,exact,included,True,,complete,L82,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0037,Legacy Refid 83 - ULMC Study,Legacy Study,,Journal of Marketing Management,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,83,True,"We tested the common method variance (CMV) with the unmeasured latent method factor technique (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003). A comparison of the fit of two models (one with and the other without the unmeasured latent factor) using a chi-square difference test (ΔΧ2 = 280.97; p < 0.001) indicated that the model without the unmeasured latent factor had a better fit. This suggests that the common method variance does not pose a threat of bias to the relationships in our model.",NA,refid_L_prefix,exact,included,True,,complete,L83,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0038,Legacy Refid 84 - ULMC Study,Legacy Study,,Journal of Nursing Management,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,84,True,"The factor explained 24.00% of the total variance (less than 25.00%, the average amount of method variance observed in self-report studies; Podsakoff et al., 2012), indicating the common method variance is unlikely to be a major concern.",24,refid_L_prefix,exact,included,True,,complete,L84,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0039,Legacy Refid 86 - ULMC Study,Legacy Study,,Psychology Research & Behavior Management,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,86,True,"This study adopted both procedural and statistical remedies to minimize common method bias.68 First, we employed a social network approach to measure SLIN and SLAN, so they could be methodologically separated from other aggregation-based variables.26 Further, we collected ratings of emotions and knowledge behaviors at different times, which provided temporal separation to mitigate the influence of common method bias.68,69 Finally, statistical methods were applied to detect the magnitude of commo",NA,refid_L_prefix,exact,included,True,,complete,L86,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0040,Legacy Refid 87 - ULMC Study,Legacy Study,,Health Care Management Review,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,87,True,"Our hypothesized confirmatory factor analysis model includ- ing five factors yielded a very good fit to the data and was a better fit to the data than any other parsimonious model (see Table 2). To test for the potential risk of common method bias, we used the unmeasured latent method factor technique, which involves adding a first-order method factor whose only measures are the indicators of the theoretical con- structs of interest that share a common method (see Podsakoff et al., 2012). The re",NA,refid_L_prefix,exact,included,True,,complete,L87,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0041,Legacy Refid 89 - ULMC Study,Legacy Study,,Journal of Business & Psychology,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,89,True,"To test for common method variance (CMV) and its poten- tial biasing effects in sample 1, we conducted CFAs using the unmeasured latent method factor approach (Williams & McGonagle, 2016). After evaluating a five-factor measure- ment model (with NWRR, time-based WLC, strain-based WLC, mindfulness, and psychological detachment) and establishing acceptable fit (CFI = 0.94, RMSEA = 0.07), we added an orthogonal latent common method factor (CMF) to the basic measurement model to test for presence an",26.57,refid_L_prefix,exact,included,True,,complete,L89,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0042,Legacy Refid 90 - ULMC Study,Legacy Study,,Journal of Business & Psychology,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,90,True,"As employees were nested within groups, we conducted mul- tilevel confirmatory factor analyses (MCFAs). We were inter- ested in the constructs at the individual level and did not con- ceptualize the corresponding constructs at the group level. Therefore, the MCFA models did not assume the existence of group-level constructs but allowed for group-level variabil- ity on each item with a saturated model of the covariances among them (Kim et al., 2016; Stapleton et al., 2016). We conducted item-leve",9,refid_L_prefix,exact,included,True,,complete,L90,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0043,Legacy Refid 92 - ULMC Study,Legacy Study,,Psychology Research & Behavior Management,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,92,True,"Following Podsakoff, MacKenzie, Lee, Podsakoff,60 we adopted two methods to test for common method variance (CMV). First, we deployed Harman’s single factor test to diagnose the potential influence of CMV. The result showed that the first factor explains only 29.71% (< 50%) of the total variance, indicating that CMV in our data was limited. Second, we deployed the unmeasured latent method factor technique recommended by Podsakoff, MacKenzie, Lee, Podsakoff.60 More specifically, we added an unmea",NA,refid_L_prefix,exact,included,True,,complete,L92,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0044,Legacy Refid 94 - ULMC Study,Legacy Study,,Journal of Personal Selling & Sales Management,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,94,True,"For Study 1, given the cross-sectional design of our data sample, we used a single unmeasured latent method factor to minimize common method variance (CMV), according to the recommendations by Podsakoff et al. (2003). The CMV reflects the systematic variance among all items in the model other than the covariance among the constructs (Hulland, Baumgartner, and Smith 2018; Podsakoff et al. 2003). Our results for Study 1 showed that even after includ- ing the CMV in the confirmatory factorial analy",NA,refid_L_prefix,exact,included,True,,complete,L94,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0045,Legacy Refid 95 - ULMC Study,Legacy Study,,Information Technology & Management,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,95,True,"The longitudinal nature of the study helps to overcome concerns regarding common method bias (CMB) to some degree as such designs are less susceptible to CMB, com- pared to cross-sectional designs [67]. To statistically address the potential influence of CMB, we added an unmeasured latent method factor to the CFA and allowed all self- reported items to load on both their respective theoretical constructs and the method factor [5]. The analysis indicates that the common variance is less than 11 p",11,refid_L_prefix,exact,included,True,,complete,L95,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0046,Legacy Refid 96 - ULMC Study,Legacy Study,,Social Behavior & Personality: an international journal,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,96,True,"We adopted Richardson et al.’s (2009) approach to controlling for the effects of an unmeasured latent method factor, and compared the fit indices of the basic model without common method variance (CMV) to the model using CMV as a latent variable. The results show that the RMSEA value increased by .006 after adding the CMV latent variable. However, the values of other indicators declined, indicating that the model’s fit indices did not improve after adding the latent variable; thus, common method",NA,refid_L_prefix,exact,included,True,,complete,L96,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0047,Legacy Refid 98 - ULMC Study,Legacy Study,,Journal of Occupational & Organizational Psychology,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,98,True,"We further examined the extent of common method bias using the unmeasured latent method construct technique (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003; Richardson, Simmering, & Sturman, 2009). Each indicator was additionally allowed to load on an uncorrelated latent method factor. The fit of this model was significantly inferior (Dv2ð2Þ =356.65,p<.001)tothefitofthe7-factormodelwithouttheunmeasuredlatent method construct (see Table 2). Only 1.9% of the total variance was accounted for by the c",1.9,refid_L_prefix,exact,included,True,,complete,L98,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0048,Legacy Refid 102 - ULMC Study,Legacy Study,,Management Decision,,,,,,,,,,,legacy_182;extraction_csv;zotero_inventory,legacy_extracted_data.csv;systematic_extraction_40_studies.csv;legacy_182_zotero_inventory.csv,,102,True,"As the data we collected are self-reported, there is potential for common method variance (CMV). To address this issue, Harman's single-factor test was performed to examine the possible effects of CMV. Exploratory factor analysis with unrotated exploratory factor analysis was used to check the data. The results indicated that six factors were extracted from the data, and no single factor dominated the total variance. Therefore, CMV is not a serious problem. Moreover, an unmeasured latent method ",NA,refid_L_prefix,exact,included,True,,complete,L102,systematic_extraction_40_studies.csv,,,False,fully_coded,missing,legacy_gold,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
