Refid,level1_user,Q1.1,Q1.2,Q1.3,management_domain,empirical_ulmc,not_pls,level1_include,text_extraction,author_fit_claims,ulmc_improves_fit,method_variance_pct,author_conclusion,ulmc_in_final,final_include,source,extraction_date
96,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We adopted Richardson et al.’s (2009) approach to controlling for the effects of an unmeasured latent method factor, and compared the fit indices of the basic model without common method variance (CMV) to the model using CMV as a latent variable. The results show that the RMSEA value increased by .006 after adding the CMV latent variable. However, the values of other indicators declined, indicating that the model’s fit indices did not improve after adding the latent variable; thus, common method deviation was not a serious concern.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,"The authors appear to have evidence that including the ULMC worsens model fit, but they do not provide adequate description (e.g., model data fit statistics and comparisons).",TRUE,legacy_distillersr,2022-2023
97,chriscastille6,No,Yes,No,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
98,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We further examined the extent of common method bias using the unmeasured latent method construct technique (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003; Richardson, Simmering, & Sturman, 2009). Each indicator was additionally allowed to load on an uncorrelated latent method factor. The fit of this model was significantly inferior (Dv2ð2Þ =356.65,p<.001)tothefitofthe7-factormodelwithouttheunmeasuredlatent method construct (see Table 2). Only 1.9% of the total variance was accounted for by the common method factor. Thus, we concluded that common method variance was not a serious problem in this study (Richardson et al., 2009; Williams, Cote, & Buckley, 1989).",The inclusion of a ULMC harmed the fit of the model (the fit of the proposed model was superior),Yes,1.9,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
99,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
100,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
101,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
102,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"As the data we collected are self-reported, there is potential for common method variance (CMV). To address this issue, Harman's single-factor test was performed to examine the possible effects of CMV. Exploratory factor analysis with unrotated exploratory factor analysis was used to check the data. The results indicated that six factors were extracted from the data, and no single factor dominated the total variance. Therefore, CMV is not a serious problem. Moreover, an unmeasured latent method construct was added to further examine the CMV (Williams et al., 1989). We allowed all measurement items to load on their theoretical constructs and the method construct. Then the fit of the common method model and the proposed measurement model was compared. The results of model comparison showed that the addition of the method construct did not result in a significant change of model fit (Δχ2 = 14.33, Δdf = 15, p > 0.50). It further ensured that CMV was not a serious threat in the data analysis.",The inclusion of a ULMC did not improve the fit of the model (no change in model fit),No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
103,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Since our study used same-source data, we tested for the extent of common method variance. As Cyr et al. (2009) noted in their survey of the IS literature, such checks are rare but important. We added a common latent factor to the con- firmatory factor model (including communication, identifi- cation, and objective distance), connecting it to all of the observed items in the model and constraining the paths from the common latent factor to be equal. In this way, each item serves as an indicator not only of its substantive factor, but also of an unmeasured latent method factor (Podsakoff and MacKenzie 1994). By squaring the unstandardized regression coefficients from the common factor we determined that the common shared variance was less than .01. This suggests that common method variance was not an important factor in our results.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,0.9,Common method bias does not pose a significant threat to the study conclusions,"Technically, less than 1% but I figured this was a meaningful compromise of accuracy for fidelity to data entry.",TRUE,legacy_distillersr,2022-2023
104,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Considering that the four major variables of interest are multidimensional higher-order constructs, it is impor- tant to confirm that method variance does not have a substantial effect on the correlations between the first-order factors (Johnson, Rosen, & Djurdjevic, 2011). Following the statistical procedures and recommenda- tions suggested by Podsakoff et al. (2003) and Johnson et al. (2011), a single unmeasured latent method fac- tor with all indicators was added to the theoretical model. Due to the model identification issue (Hall, Snell, & Foust, 1999; Little, Cunningham, Shahar, & Widaman, 2002), three item parcels were created for each first-order factor of the employee expertise construct, and two item parcels were created for each first-order factor of the high-quality connection capacities construct. The CFA results of the baseline model showed ade- quate fit indices [χ2 (685) = 1154.108, p < .01; CFI = .90; TLI = .90; RMSEA = .05; SRMR = .06]. The addi- tion of the unmeasured latent method factor improved the model fit [χ2 (646) = 991.24, p < .01; CFI = .92; TLI = .91; RMSEA = .05; SRMR = .05]. However, all loadings of the first-order factors onto the second-order factors remained substantial in the method factor model compared to the theoretical model (e.g., .72 vs. .75, .65 vs., .86, .52 vs. .62, and .73 vs. .81 for subjective expertise, supportive leadership, knowledge sharing, and connectivity, respectively), except two first-order factors of the TL construct (e.g., .19 vs. .77 and .03 vs. .75 for vision and intellectual stimulation, respectively). In addition, the method factor explained less than 2% of the total variance among the items. These results led to the conclusion that common method variance (CMV) was a mild issue for the current study.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,1.9,Whether common method bias is or is not a significant threat to the study conclusions remains unclear,"Technically, the authors concluded that cmv poses a mild concern for the study. Also, they used parceling, which may hide CMV.",TRUE,legacy_distillersr,2022-2023
105,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
106,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We employed both procedural and statistical remedies to control for common method variance in our studies (Podsakoff, MacKenzie, & Podsakoff, 2012). First, we obtained predictor and criterion variables from two different sources: measures shared leadership, meaning of work, and power distance were collected from team members, and the measure of individual creativity was collected from team leaders. Further, we collected leader ratings of member creativity 10 days after the assessment of the predictor variables, which provided tem- poral separation to minimize the potential impacts of common method bias (Podsakoff et al., 2012). Finally, we further applied statistical rem- edies to evaluate the magnitude of common method bias in our stud- ies. Following Podsakoff, MacKenzie, Lee, and Podsakoff (2003), we controlled for the effects of an unmeasured latent method factor. That is, all the items were loaded on their corresponding theoretical constructs, as well as on a latent method factor. The results indicated that the measurement model with the latent common method factor (χ2(145) = 716.45, p < .001, CFI = 0.91, TLI = 0.88, RMSEA = 0.08) showed poorer fit than our proposed four-factor model (χ2 (164) = 674.74, p < .001, CFI = 0.92, TLI = 0.90, RMSEA = 0.07). In addition, we note that common method variance cannot explain statistical interactions and if anything works against detecting such interactions (Evans, 1985).",The inclusion of a ULMC harmed the fit of the model (the fit of the proposed model was superior),No,NA,Common method bias does not pose a significant threat to the study conclusions,"The authors` focal hypotheses are interaction effects, which are presumed to be less vulnerable to CMV.",TRUE,legacy_distillersr,2022-2023
